lat,lng,date,crime
40.8544101,-73.88233163,5/8/15,ROBBERY
40.58496973,-73.9710627,5/8/15,ROBBERY
40.63125716,-73.9459964,5/8/15,ROBBERY
40.6866061,-73.82324131,5/8/15,ROBBERY
40.67372253,-73.8924489,5/8/15,ROBBERY
40.83469937,-73.94249578,5/8/15,ROBBERY
40.60639006,-73.75471004,5/8/15,ROBBERY
40.85483117,-73.91119547,5/9/15,ROBBERY
40.76717676,-73.96380668,5/9/15,RAPE
40.72628949,-73.98033492,5/9/15,ROBBERY
40.67120629,-73.84294687,5/9/15,ROBBERY
40.80213974,-73.93906001,5/9/15,ROBBERY
40.83031403,-73.87179386,5/9/15,ROBBERY
40.8087499,-73.95258581,5/9/15,RAPE
40.854264,-73.88719382,5/9/15,ROBBERY
40.73185868,-73.95959347,5/9/15,ROBBERY
40.82603665,-73.8892615,5/9/15,ROBBERY
40.79657114,-73.96718569,5/9/15,RAPE
40.57719186,-74.00057021,5/9/15,ROBBERY
40.83071879,-73.9311238,5/9/15,ROBBERY
40.63676218,-73.92057613,5/9/15,ROBBERY
40.61839712,-73.91716883,5/9/15,ROBBERY
40.67120629,-73.84294687,5/9/15,ROBBERY
40.76758781,-73.98596172,5/9/15,ROBBERY
40.58808748,-73.80634609,5/9/15,ROBBERY
40.64147496,-73.99976002,5/9/15,ROBBERY
40.7616418,-73.76057819,5/9/15,ROBBERY
40.82305625,-73.94242274,5/9/15,ROBBERY
40.65254569,-73.95924147,5/9/15,ROBBERY
40.7678436,-73.879073,5/9/15,ROBBERY
40.85592802,-73.91719114,5/9/15,ROBBERY
40.63036655,-73.97371261,5/9/15,RAPE
40.64842112,-73.90489711,5/9/15,RAPE
40.66079044,-73.93427643,5/9/15,ROBBERY
40.70610167,-73.79324604,5/9/15,ROBBERY
40.64859513,-73.95701321,5/9/15,ROBBERY
40.85268239,-73.91909653,5/9/15,ROBBERY
40.65495242,-73.95800022,5/9/15,ROBBERY
40.67411756,-73.84838725,5/9/15,ROBBERY
40.83133757,-73.94936086,5/9/15,ROBBERY
40.86183929,-73.89285327,5/9/15,ROBBERY
40.59024764,-73.95334223,5/9/15,ROBBERY
40.67966381,-73.88555669,5/9/15,ROBBERY
40.67862862,-73.89370645,5/9/15,ROBBERY
40.81787791,-73.91695668,5/9/15,ROBBERY
40.78245186,-73.96587827,5/9/15,ROBBERY
40.83795286,-73.90633196,5/9/15,ROBBERY
40.82936265,-73.91435511,5/9/15,ROBBERY
40.67163678,-73.96262204,5/9/15,ROBBERY
40.64256965,-73.98949768,5/9/15,ROBBERY
40.80541295,-73.94196119,5/9/15,ROBBERY
40.53957804,-74.18384172,5/9/15,ROBBERY
40.68606438,-73.9771954,5/9/15,ROBBERY
40.59153126,-73.97757694,5/10/15,ROBBERY
40.66044379,-73.87913794,5/10/15,ROBBERY
40.72655402,-73.98782843,5/10/15,RAPE
40.79164294,-73.96256189,5/10/15,ROBBERY
40.71192132,-73.79519025,5/10/15,ROBBERY
40.6968729,-73.83716683,5/10/15,ROBBERY
40.67966381,-73.88555669,5/10/15,ROBBERY
40.68406996,-73.87074095,5/10/15,ROBBERY
40.81553236,-73.91861785,5/10/15,ROBBERY
40.82481403,-73.91351186,5/10/15,ROBBERY
40.73562309,-74.00758627,5/10/15,ROBBERY
40.65344947,-73.91166174,5/10/15,ROBBERY
40.65130886,-73.9157441,5/10/15,ROBBERY
40.73717073,-73.86404888,5/10/15,ROBBERY
40.74181793,-74.00847111,5/10/15,ROBBERY
40.6823193,-73.88140942,5/10/15,ROBBERY
40.81425266,-73.93017265,5/10/15,ROBBERY
40.85214828,-73.92069849,5/10/15,ROBBERY
40.66646466,-73.9041036,5/10/15,ROBBERY
40.82859008,-73.87917218,5/10/15,ROBBERY
40.87119442,-73.90032278,5/10/15,ROBBERY
40.71000636,-73.79262434,5/10/15,ROBBERY
40.69050911,-73.8635274,5/10/15,ROBBERY
40.69118176,-73.86368108,5/10/15,ROBBERY
40.74930705,-73.89757815,5/10/15,ROBBERY
40.8276419,-73.93575933,5/10/15,ROBBERY
40.70970329,-73.7935126,5/10/15,ROBBERY
40.67065507,-73.91339092,5/10/15,RAPE
40.75880825,-73.97490725,5/10/15,ROBBERY
40.84051152,-73.84358442,5/10/15,ROBBERY
40.70704748,-73.7926119,5/10/15,RAPE
40.73491793,-73.99862306,5/10/15,ROBBERY
40.66704739,-73.75731666,5/10/15,ROBBERY
40.73856022,-73.9996839,5/10/15,ROBBERY
40.59233618,-73.98148696,5/10/15,ROBBERY
40.63075333,-73.90539784,5/10/15,ROBBERY
40.87433354,-73.87934218,5/10/15,ROBBERY
40.78245186,-73.96587827,5/10/15,ROBBERY
40.81479115,-73.86333036,5/10/15,ROBBERY
40.87228808,-73.84037839,5/10/15,ROBBERY
40.75535759,-73.98931026,5/10/15,ROBBERY
40.66368703,-73.93577665,5/10/15,ROBBERY
40.82301005,-73.94923712,5/10/15,ROBBERY
40.85036729,-73.91725589,5/10/15,ROBBERY
40.68793066,-73.93902376,5/10/15,ROBBERY
40.70788116,-73.7862143,5/10/15,ROBBERY
40.74800695,-73.89255996,5/10/15,ROBBERY
40.69436741,-73.92548399,5/10/15,ROBBERY
40.87386755,-73.88811878,5/10/15,ROBBERY
40.66185862,-73.95890778,5/11/15,ROBBERY
40.88286213,-73.90357449,5/11/15,ROBBERY
40.69426879,-73.91035633,5/11/15,ROBBERY
40.73388303,-74.00542831,5/11/15,ROBBERY
40.62660789,-73.9827023,5/11/15,ROBBERY
40.68708426,-73.92354502,5/11/15,ROBBERY
40.69451498,-73.84913423,5/11/15,ROBBERY
40.70184334,-73.82210452,5/11/15,ROBBERY
40.86660921,-73.89544513,5/11/15,ROBBERY
40.73401756,-74.00456233,5/11/15,ROBBERY
40.69629709,-73.93470663,5/11/15,ROBBERY
40.84593465,-73.90655204,5/11/15,ROBBERY
40.88554018,-73.85332628,5/11/15,ROBBERY
40.73608858,-73.9529767,5/11/15,ROBBERY
40.87568505,-73.90068126,5/11/15,ROBBERY
40.75533854,-73.99117996,5/11/15,ROBBERY
40.58964027,-73.9784849,5/11/15,ROBBERY
40.69873677,-73.83156877,5/11/15,RAPE
40.72726974,-73.98265814,5/11/15,ROBBERY
40.63705387,-73.95853753,5/11/15,ROBBERY
40.68099187,-73.95044488,5/11/15,ROBBERY
40.7252502,-73.85071703,5/11/15,ROBBERY
40.79318869,-73.94349952,5/11/15,ROBBERY
40.84410708,-73.88846881,5/11/15,ROBBERY
40.70051786,-73.89946356,5/11/15,ROBBERY
40.74829799,-73.98817814,5/11/15,ROBBERY
40.66818565,-73.7569232,5/11/15,ROBBERY
40.69748325,-73.80924157,5/11/15,ROBBERY
40.81712482,-73.94800965,5/11/15,ROBBERY
40.83434802,-73.90846553,5/11/15,ROBBERY
40.71385638,-73.77887249,5/11/15,ROBBERY
40.89248572,-73.85449368,5/11/15,ROBBERY
40.80898138,-73.94832667,5/11/15,ROBBERY
40.63561714,-73.95531737,5/11/15,ROBBERY
40.71301216,-73.78236703,5/11/15,ROBBERY
40.69801664,-73.93707793,5/11/15,ROBBERY
40.75698256,-73.93274853,5/11/15,ROBBERY
40.81573205,-73.94542041,5/11/15,RAPE
40.8192318,-73.91061433,5/11/15,ROBBERY
40.72697677,-73.91213433,5/11/15,ROBBERY
40.69240389,-73.99007041,5/11/15,ROBBERY
40.7341815,-73.81471136,5/11/15,ROBBERY
40.6367061,-73.9114389,5/11/15,ROBBERY
40.782957,-73.95097202,5/11/15,ROBBERY
40.7016016,-73.94874891,5/11/15,ROBBERY
40.82048298,-73.89695556,5/11/15,ROBBERY
40.75822857,-73.98907157,5/11/15,ROBBERY
40.80837414,-73.94688582,5/11/15,ROBBERY
40.82245035,-73.91287902,5/11/15,ROBBERY
40.64201236,-73.89883105,5/11/15,ROBBERY
40.65912094,-73.89921959,5/11/15,ROBBERY
40.57664598,-73.9764804,5/11/15,ROBBERY
40.70179948,-73.80681283,5/11/15,ROBBERY
40.68930979,-73.816282,5/11/15,ROBBERY
40.68245559,-73.88048617,5/11/15,ROBBERY
40.68863452,-73.9361745,5/11/15,ROBBERY
40.62959783,-73.94294269,5/11/15,ROBBERY
40.65822731,-73.89145389,5/11/15,ROBBERY
40.83920982,-73.87698811,5/11/15,ROBBERY
40.85803038,-73.90631453,5/11/15,ROBBERY
40.82788869,-73.8751915,5/11/15,ROBBERY
40.8431482,-73.88197567,5/11/15,ROBBERY
40.87473324,-73.90137333,5/12/15,ROBBERY
40.73163504,-74.00616059,5/12/15,ROBBERY
40.68341347,-73.92617047,5/12/15,ROBBERY
40.85702908,-73.90361556,5/12/15,ROBBERY
40.78080483,-73.81704782,5/12/15,ROBBERY
40.78556509,-73.94614208,5/12/15,ROBBERY
40.71879037,-73.94508494,5/12/15,ROBBERY
40.84301252,-73.88625152,5/12/15,ROBBERY
40.83406831,-73.94294804,5/12/15,ROBBERY
40.58883656,-73.94645915,5/12/15,ROBBERY
40.64410997,-73.89341551,5/12/15,ROBBERY
40.76825104,-73.93502599,5/12/15,ROBBERY
40.81039602,-73.92531074,5/12/15,RAPE
40.67687361,-73.81653979,5/12/15,ROBBERY
40.73317457,-74.01013341,5/12/15,ROBBERY
40.65088611,-73.94812477,5/12/15,ROBBERY
40.70577063,-73.80165806,5/12/15,ROBBERY
40.67077934,-73.89455889,5/12/15,ROBBERY
40.60735188,-73.75267889,5/12/15,ROBBERY
40.60298439,-73.99092278,5/12/15,ROBBERY
40.75943395,-73.9744522,5/12/15,ROBBERY
40.83438465,-73.89064974,5/12/15,ROBBERY
40.73988242,-73.98666041,5/12/15,ROBBERY
40.71083157,-73.79825598,5/12/15,ROBBERY
40.85723897,-73.90517331,5/12/15,ROBBERY
40.68833842,-73.9420054,5/12/15,ROBBERY
40.75570187,-73.97822192,5/12/15,ROBBERY
40.68214815,-73.91432063,5/12/15,ROBBERY
40.67135982,-73.88181102,5/12/15,ROBBERY
40.70249782,-73.94586295,5/12/15,ROBBERY
40.63305252,-73.88898726,5/12/15,ROBBERY
40.70402782,-74.01157886,5/12/15,ROBBERY
40.82210837,-73.86315274,5/12/15,ROBBERY
40.84570715,-73.91039803,5/12/15,ROBBERY
40.6781906,-73.87069827,5/12/15,ROBBERY
40.67695178,-73.87482143,5/12/15,ROBBERY
40.67274018,-73.98839702,5/12/15,ROBBERY
40.8291633,-73.93727189,5/12/15,ROBBERY
40.77370588,-73.79676936,5/12/15,ROBBERY
40.80837414,-73.94688582,5/12/15,ROBBERY
40.6613022,-73.96115364,5/12/15,ROBBERY
40.57664598,-73.9764804,5/12/15,ROBBERY
40.69521966,-73.79690402,5/12/15,ROBBERY
40.85148777,-73.93545797,5/12/15,RAPE
40.65427286,-73.96127306,5/12/15,ROBBERY
40.76844725,-73.98905184,5/12/15,ROBBERY
40.74550444,-73.85775596,5/12/15,ROBBERY
40.84390126,-73.90050463,5/12/15,RAPE
40.80111356,-73.9346869,5/12/15,ROBBERY
40.83726075,-73.92443855,5/12/15,ROBBERY
40.68208465,-73.89115186,5/12/15,ROBBERY
40.8087499,-73.95258581,5/13/15,RAPE
40.72655402,-73.98782843,5/13/15,RAPE
40.87184216,-73.87749903,5/13/15,ROBBERY
40.85708308,-73.90585676,5/13/15,ROBBERY
40.82901222,-73.91556606,5/13/15,ROBBERY
40.83006002,-73.92241594,5/13/15,ROBBERY
40.71728905,-73.95832168,5/13/15,ROBBERY
40.85576719,-73.90779983,5/13/15,ROBBERY
40.72173934,-73.98467985,5/13/15,ROBBERY
40.63593866,-73.97457153,5/13/15,ROBBERY
40.65734025,-73.91727185,5/13/15,ROBBERY
40.75130583,-73.88933159,5/13/15,ROBBERY
40.655244,-73.95978043,5/13/15,ROBBERY
40.62607117,-73.99701861,5/13/15,ROBBERY
40.63148049,-73.91954482,5/13/15,ROBBERY
40.72754003,-73.99940975,5/13/15,ROBBERY
40.64161741,-73.96355769,5/13/15,ROBBERY
40.64686342,-73.92118392,5/13/15,ROBBERY
40.67379027,-73.80269408,5/13/15,ROBBERY
40.74829799,-73.98817814,5/13/15,ROBBERY
40.63415004,-73.89144982,5/13/15,ROBBERY
40.82127103,-73.95187235,5/13/15,ROBBERY
40.6764691,-73.80751351,5/13/15,ROBBERY
40.63436108,-73.97782196,5/13/15,ROBBERY
40.67769953,-73.82883864,5/13/15,ROBBERY
40.67464668,-73.8438148,5/13/15,ROBBERY
40.83384588,-73.91585987,5/13/15,ROBBERY
40.69687036,-73.906321,5/13/15,ROBBERY
40.73448548,-73.86801269,5/13/15,ROBBERY
40.6645275,-73.94773929,5/13/15,RAPE
40.79829255,-73.94082247,5/13/15,ROBBERY
40.67378101,-73.89634946,5/13/15,ROBBERY
40.82564693,-73.91155238,5/13/15,ROBBERY
40.61403704,-73.98487024,5/13/15,ROBBERY
40.66674631,-73.92073147,5/13/15,ROBBERY
40.79124062,-73.94492406,5/13/15,ROBBERY
40.83451692,-73.91770926,5/13/15,ROBBERY
40.81854617,-73.9078261,5/13/15,ROBBERY
40.590696,-73.991875,5/13/15,ROBBERY
40.80814284,-73.9453002,5/13/15,ROBBERY
40.70356476,-73.95022613,5/13/15,ROBBERY
40.68681292,-73.83307003,5/13/15,ROBBERY
40.74921764,-73.86894353,5/13/15,ROBBERY
40.59101041,-73.9463998,5/13/15,ROBBERY
40.66352432,-73.95093365,5/13/15,ROBBERY
40.68157873,-73.76547343,5/13/15,ROBBERY
40.75043077,-73.98928218,5/13/15,ROBBERY
40.74960878,-73.88570722,5/13/15,ROBBERY
40.66953785,-73.90294924,5/13/15,ROBBERY
40.850789,-73.91221296,5/13/15,ROBBERY
40.81881541,-73.95408521,5/13/15,ROBBERY
40.79315266,-73.93749723,5/13/15,ROBBERY
40.69873677,-73.83156877,5/13/15,RAPE
40.84832295,-73.89734256,5/14/15,ROBBERY
40.88026761,-73.87678196,5/14/15,ROBBERY
40.88804023,-73.84465524,5/14/15,ROBBERY
40.62653839,-74.02237647,5/14/15,ROBBERY
40.67803934,-73.89167402,5/14/15,ROBBERY
40.86905853,-73.87963015,5/14/15,RAPE
40.83683643,-73.90380744,5/14/15,ROBBERY
40.84426744,-73.90851694,5/14/15,ROBBERY
40.66535579,-73.92232274,5/14/15,ROBBERY
40.83576922,-73.90439803,5/14/15,ROBBERY
40.67743877,-73.87589848,5/14/15,ROBBERY
40.60295159,-73.74997626,5/14/15,RAPE
40.6641836,-73.9593461,5/14/15,ROBBERY
40.68063534,-73.8209028,5/14/15,ROBBERY
40.86226749,-73.89588578,5/14/15,ROBBERY
40.76442737,-73.96658783,5/14/15,ROBBERY
40.78038838,-73.94584296,5/14/15,ROBBERY
40.8399082,-73.93608359,5/14/15,RAPE
40.85307528,-73.89874498,5/14/15,ROBBERY
40.57651562,-73.97060919,5/14/15,ROBBERY
40.71962689,-73.99945311,5/14/15,ROBBERY
40.67574398,-73.89685473,5/14/15,ROBBERY
40.63148049,-73.91954482,5/14/15,ROBBERY
40.63148049,-73.91954482,5/14/15,ROBBERY
40.67707186,-73.90247681,5/14/15,ROBBERY
40.57806574,-73.95932652,5/14/15,ROBBERY
40.76147197,-73.93106545,5/14/15,ROBBERY
40.806047,-73.95418794,5/14/15,ROBBERY
40.759525,-73.77247612,5/14/15,ROBBERY
40.89871478,-73.87435677,5/14/15,ROBBERY
40.60260318,-74.00308766,5/14/15,RAPE
40.57482548,-73.99092661,5/14/15,ROBBERY
40.81772539,-73.92260735,5/14/15,ROBBERY
40.60327134,-73.98075288,5/14/15,ROBBERY
40.7112221,-73.96337897,5/14/15,ROBBERY
40.86535715,-73.89492286,5/14/15,ROBBERY
40.63897039,-74.03060664,5/14/15,ROBBERY
40.7036713,-73.81171607,5/14/15,ROBBERY
40.63507922,-73.94887926,5/14/15,ROBBERY
40.71222901,-73.98683548,5/14/15,ROBBERY
40.76100198,-73.82442281,5/14/15,ROBBERY
40.72508566,-73.98868014,5/14/15,ROBBERY
40.65220227,-73.91028311,5/14/15,ROBBERY
40.63653964,-74.00668865,5/15/15,ROBBERY
40.69446338,-73.93434421,5/15/15,ROBBERY
40.87155301,-73.90239769,5/15/15,ROBBERY
40.62305488,-73.91694691,5/15/15,ROBBERY
40.70099603,-73.91370855,5/15/15,ROBBERY
40.65737492,-73.92373765,5/15/15,ROBBERY
40.72987812,-73.86657859,5/15/15,ROBBERY
40.59126748,-73.9761764,5/15/15,ROBBERY
40.75018009,-73.94095904,5/15/15,ROBBERY
40.79074641,-73.95063404,5/15/15,ROBBERY
40.68181156,-73.90851626,5/15/15,ROBBERY
40.58879011,-73.94692005,5/15/15,ROBBERY
40.64685228,-73.91333173,5/15/15,ROBBERY
40.54176991,-74.14654812,5/15/15,ROBBERY
40.74525274,-73.87006287,5/15/15,RAPE
40.83057104,-73.87090443,5/15/15,ROBBERY
40.74160606,-73.82523897,5/15/15,ROBBERY
40.76297806,-73.87476805,5/15/15,ROBBERY
40.68046539,-73.84365335,5/15/15,ROBBERY
40.54900814,-74.16274199,5/15/15,ROBBERY
40.71521249,-73.80157225,5/15/15,ROBBERY
40.81608887,-73.91768869,5/15/15,ROBBERY
40.67610179,-73.90435652,5/15/15,ROBBERY
40.72652938,-73.73486454,5/15/15,ROBBERY
40.78713454,-73.94499968,5/15/15,ROBBERY
40.67645364,-73.92761664,5/15/15,ROBBERY
40.86739515,-73.88220019,5/15/15,ROBBERY
40.84265427,-73.9129899,5/15/15,ROBBERY
40.86813079,-73.92497835,5/15/15,ROBBERY
40.72073499,-73.84443913,5/15/15,ROBBERY
40.70674951,-73.80427731,5/15/15,ROBBERY
40.67561587,-73.92665498,5/15/15,ROBBERY
40.63098562,-73.88611212,5/15/15,ROBBERY
40.69265405,-73.99710578,5/15/15,ROBBERY
40.76534298,-73.98945667,5/15/15,ROBBERY
40.6100355,-73.75358735,5/15/15,ROBBERY
40.64029182,-73.99433357,5/15/15,ROBBERY
40.70306161,-73.94249752,5/15/15,ROBBERY
40.81984592,-73.91329431,5/15/15,ROBBERY
40.82423911,-73.94219408,5/15/15,ROBBERY
40.64301464,-73.99426848,5/15/15,ROBBERY
40.68214891,-73.92740855,5/15/15,ROBBERY
40.66475956,-73.89404214,5/15/15,ROBBERY
40.67237136,-73.93078623,5/15/15,ROBBERY
40.69389239,-73.79758241,5/15/15,ROBBERY
40.59832027,-73.96118668,5/16/15,ROBBERY
40.88351533,-73.85608283,5/16/15,ROBBERY
40.67125446,-73.92671385,5/16/15,ROBBERY
40.80203233,-73.94968295,5/16/15,ROBBERY
40.69805448,-73.91484114,5/16/15,ROBBERY
40.79605784,-73.96705231,5/16/15,ROBBERY
40.82621198,-73.89782834,5/16/15,ROBBERY
40.71908737,-73.95972387,5/16/15,ROBBERY
40.83899143,-73.91859276,5/16/15,ROBBERY
40.75062296,-73.8958365,5/16/15,ROBBERY
40.69173287,-73.93529528,5/16/15,ROBBERY
40.68887215,-73.94452903,5/16/15,RAPE
40.86275526,-73.904493,5/16/15,ROBBERY
40.66832803,-73.78137372,5/16/15,ROBBERY
40.67180486,-73.95663416,5/16/15,ROBBERY
40.74070275,-73.8250573,5/16/15,ROBBERY
40.66003314,-73.89717097,5/16/15,ROBBERY
40.69368588,-73.80035253,5/16/15,ROBBERY
40.70355491,-73.79967739,5/16/15,ROBBERY
40.83282815,-73.94387058,5/16/15,ROBBERY
40.68792087,-73.91131679,5/16/15,ROBBERY
40.71350877,-73.75624209,5/16/15,ROBBERY
40.80778062,-73.94548473,5/16/15,ROBBERY
40.66941055,-73.94219849,5/16/15,ROBBERY
40.84774208,-73.93212184,5/16/15,ROBBERY
40.79465929,-73.97178778,5/16/15,ROBBERY
40.63861424,-73.94826763,5/16/15,ROBBERY
40.64946076,-73.94076708,5/16/15,ROBBERY
40.60767167,-73.98347792,5/16/15,ROBBERY
40.78926022,-73.94771,5/16/15,RAPE
40.79042579,-73.95183686,5/16/15,ROBBERY
40.61432989,-74.08582212,5/16/15,ROBBERY
40.82423911,-73.94219408,5/16/15,ROBBERY
40.73669807,-73.98331603,5/16/15,RAPE
40.69589769,-73.83467369,5/16/15,ROBBERY
40.820672,-73.82405583,5/16/15,ROBBERY
40.59854618,-73.94924933,5/16/15,ROBBERY
40.76233422,-73.82691731,5/16/15,RAPE
40.72289961,-73.97972983,5/16/15,ROBBERY
40.70146505,-73.90294965,5/16/15,ROBBERY
40.82002717,-73.8998647,5/16/15,ROBBERY
40.68894241,-73.90504124,5/16/15,ROBBERY
40.75169744,-73.88561341,5/16/15,ROBBERY
40.68542894,-73.8812236,5/16/15,ROBBERY
40.64865009,-73.95033556,5/17/15,RAPE
40.81787845,-73.93995242,5/17/15,ROBBERY
40.71843989,-73.98293821,5/17/15,ROBBERY
40.82681469,-73.95030376,5/17/15,ROBBERY
40.8464977,-73.89132741,5/17/15,ROBBERY
40.82127121,-73.94608067,5/17/15,ROBBERY
40.79734937,-73.93752941,5/17/15,ROBBERY
40.66703615,-73.90816884,5/17/15,ROBBERY
40.84315132,-73.85574368,5/17/15,ROBBERY
40.74558417,-73.86945953,5/17/15,ROBBERY
40.65114909,-73.89503679,5/17/15,ROBBERY
40.70461549,-73.90229225,5/17/15,ROBBERY
40.80069433,-73.94110929,5/17/15,RAPE
40.67811032,-73.7798707,5/17/15,ROBBERY
40.74719039,-73.88823046,5/17/15,ROBBERY
40.85933619,-73.90220594,5/17/15,ROBBERY
40.70171438,-73.78220915,5/17/15,ROBBERY
40.82529286,-73.88647693,5/17/15,ROBBERY
40.65485865,-73.88774724,5/17/15,ROBBERY
40.67110691,-73.88143296,5/17/15,RAPE
40.68864949,-73.92055038,5/17/15,ROBBERY
40.66406931,-73.89868225,5/17/15,ROBBERY
40.57580374,-74.1698124,5/17/15,ROBBERY
40.6792844,-73.92905931,5/17/15,ROBBERY
40.78167271,-73.82994712,5/17/15,ROBBERY
40.67458331,-73.93022154,5/17/15,RAPE
40.70089765,-73.92200724,5/17/15,ROBBERY
40.82394844,-73.94855352,5/17/15,ROBBERY
40.66826275,-73.8920035,5/17/15,ROBBERY
40.63514191,-73.94789561,5/17/15,ROBBERY
40.61642951,-74.07419776,5/17/15,ROBBERY
40.87720699,-73.85525756,5/17/15,ROBBERY
40.82580927,-73.88971354,5/17/15,ROBBERY
40.78937855,-73.948378,5/17/15,ROBBERY
40.83661728,-73.94122566,5/17/15,ROBBERY
40.86432972,-73.86739346,5/17/15,ROBBERY
40.69060292,-73.93207987,5/17/15,ROBBERY
40.8626427,-73.83609936,5/18/15,ROBBERY
40.68085499,-73.92562528,5/18/15,ROBBERY
40.69206536,-73.9043192,5/18/15,ROBBERY
40.85438662,-73.93625403,5/18/15,ROBBERY
40.8547856,-73.85314106,5/18/15,ROBBERY
40.67832172,-73.94552565,5/18/15,ROBBERY
40.86232346,-73.91383183,5/18/15,ROBBERY
40.85651861,-73.89730822,5/18/15,ROBBERY
40.75535186,-73.87869864,5/18/15,ROBBERY
40.70809249,-73.91538017,5/18/15,ROBBERY
40.75141532,-73.89792501,5/18/15,ROBBERY
40.83263377,-73.92536528,5/18/15,ROBBERY
40.84671922,-73.90603769,5/18/15,ROBBERY
40.6863435,-73.94306,5/18/15,ROBBERY
40.75612331,-73.9196686,5/18/15,ROBBERY
40.85854706,-73.90380134,5/18/15,ROBBERY
40.8665133,-73.89263243,5/18/15,ROBBERY
40.85249597,-73.92769618,5/18/15,ROBBERY
40.71521249,-73.80157225,5/18/15,ROBBERY
40.6450373,-73.91997891,5/18/15,ROBBERY
40.70485568,-73.80111256,5/18/15,ROBBERY
40.72578445,-73.79174543,5/18/15,ROBBERY
40.85616296,-73.84439712,5/18/15,RAPE
40.69783631,-73.7958466,5/18/15,ROBBERY
40.82142283,-73.88931976,5/18/15,ROBBERY
40.86600471,-73.87043795,5/18/15,ROBBERY
40.57776819,-73.99581121,5/18/15,ROBBERY
40.69873677,-73.83156877,5/18/15,RAPE
40.87002342,-73.83242933,5/18/15,ROBBERY
40.86254302,-73.89707116,5/18/15,ROBBERY
40.73011307,-73.81090892,5/18/15,ROBBERY
40.68689869,-73.92518225,5/18/15,ROBBERY
40.66553377,-73.89424277,5/18/15,ROBBERY
40.64382769,-73.97701525,5/18/15,ROBBERY
40.70008542,-73.94078702,5/18/15,ROBBERY
40.68327747,-73.88164568,5/18/15,ROBBERY
40.70144732,-73.98476385,5/18/15,ROBBERY
40.70585157,-73.89404175,5/18/15,ROBBERY
40.65999683,-73.76564662,5/18/15,ROBBERY
40.82413024,-73.89048954,5/18/15,ROBBERY
40.67772034,-73.93446885,5/18/15,ROBBERY
40.81417693,-73.89844651,5/18/15,ROBBERY
40.86358075,-73.92601385,5/18/15,ROBBERY
40.74879239,-73.99223468,5/18/15,ROBBERY
40.71054037,-73.79347033,5/18/15,ROBBERY
40.86555499,-73.92726982,5/18/15,ROBBERY
40.68526631,-73.95242121,5/18/15,ROBBERY
40.6388081,-73.91439429,5/18/15,ROBBERY
40.64952682,-73.89195815,5/18/15,ROBBERY
40.8399082,-73.93608359,5/18/15,RAPE
40.63514157,-73.96085902,5/18/15,ROBBERY
40.83766206,-73.89996826,5/18/15,ROBBERY
40.67110691,-73.88143296,5/18/15,RAPE
40.6100355,-73.75358735,5/18/15,ROBBERY
40.61541706,-73.9182603,5/18/15,ROBBERY
40.88748714,-73.90382095,5/18/15,ROBBERY
40.70083698,-73.82633763,5/19/15,ROBBERY
40.75493348,-73.91039019,5/19/15,ROBBERY
40.87411608,-73.88409025,5/19/15,ROBBERY
40.89126044,-73.87971292,5/19/15,ROBBERY
40.82890573,-73.85977826,5/19/15,ROBBERY
40.69456768,-73.90654782,5/19/15,ROBBERY
40.7090958,-73.90662845,5/19/15,ROBBERY
40.67763838,-73.89438942,5/19/15,ROBBERY
40.67264665,-73.75857245,5/19/15,ROBBERY
40.75544301,-73.94342325,5/19/15,ROBBERY
40.68887215,-73.94452903,5/19/15,RAPE
40.74872616,-73.87370128,5/19/15,ROBBERY
40.65621299,-73.88894872,5/19/15,ROBBERY
40.89260105,-73.85023994,5/19/15,ROBBERY
40.66229921,-73.91992216,5/19/15,ROBBERY
40.80114662,-73.95163045,5/19/15,ROBBERY
40.60467651,-73.75563107,5/19/15,ROBBERY
40.67543008,-73.87635286,5/19/15,ROBBERY
40.64315411,-74.01235743,5/19/15,ROBBERY
40.66482824,-73.88830358,5/19/15,ROBBERY
40.76471827,-73.82799049,5/19/15,ROBBERY
40.84118533,-73.88428496,5/19/15,ROBBERY
40.68379009,-73.92288898,5/19/15,ROBBERY
40.69280184,-73.9727973,5/19/15,ROBBERY
40.75703304,-73.76711722,5/19/15,ROBBERY
40.68446154,-73.97775121,5/19/15,ROBBERY
40.81415276,-73.95570689,5/19/15,ROBBERY
40.78246093,-73.84589818,5/19/15,ROBBERY
40.67034951,-73.98872548,5/19/15,ROBBERY
40.68597172,-73.85653082,5/19/15,ROBBERY
40.73346951,-73.73545394,5/19/15,ROBBERY
40.76930609,-73.91550818,5/19/15,RAPE
40.82653794,-73.87487607,5/19/15,ROBBERY
40.83244862,-73.85273865,5/19/15,ROBBERY
40.66729769,-73.90916338,5/19/15,ROBBERY
40.6809938,-73.86423191,5/19/15,ROBBERY
40.67065507,-73.91339092,5/19/15,RAPE
40.67708008,-73.9127048,5/19/15,ROBBERY
40.73669807,-73.98331603,5/19/15,RAPE
40.64031624,-74.11555696,5/19/15,ROBBERY
40.72666664,-73.81151761,5/19/15,ROBBERY
40.85552459,-73.89378524,5/20/15,ROBBERY
40.77995282,-73.97102853,5/20/15,ROBBERY
40.84257319,-73.89474199,5/20/15,ROBBERY
40.75757811,-73.98954452,5/20/15,ROBBERY
40.81656488,-73.89849706,5/20/15,ROBBERY
40.87167886,-73.8485985,5/20/15,ROBBERY
40.7335208,-74.00353394,5/20/15,ROBBERY
